Funds,Fund Manager,Category,RupeeVestRating,AUM(in Rs. cr),ExpenseRatio (%),Fund Type,Inception Date,Benchmark Index, NAV , 52 WeekHigh (NAV), 52 WeekLow (NAV),Return (%)1 mo,Return (%)3 mo,Return (%)6 mo,Return (%)1 yr,Return (%)2 yrs,Return (%)3 yrs,Return (%)5 yrs,Return (%)10 yrs,Turnover Ratio (%), No. ofStocks,Avg. Market Cap(in Rs. cr),Large Cap(%),Mid Cap(%),Small Cap(%),Highest Sector,Avg. Maturity(in yrs),Mod. Duration(in yrs),Yield To Maturity (%),Alpha,Sharpe,Sortino,Beta,Standard Deviation,classification,Exit_load_Remarks
HDFC Medium Term Debt Fund(G),Shobhit Mehrotra,DT-MD,4,3987.6,1.33,Open Ended,06-Feb-02,NIFTY Medium Duration Debt Index,53.86,53.86,49.86,0.44,1.2,4,8.02,7.37,5.86,6.46,7.15,0,-,-,-,-,-,-,5.82,3.82,7.72,2.55,4.39,7.92,0.46,0.89,Debt : Medium Duration,Nil
HDFC Mid-Cap Opportunities Fund(G),Chirag Setalvad,EQ-MID,3,76060.9,1.39,Open Ended,25-Jun-07,Nifty Midcap 150 - TRI,192.44,195.31,148.3,1.69,-2.42,4.8,28.25,36.34,28.13,28.8,18.04,19.61,75,47588,6.05,62.22,23.47,Financials,-,-,-,18.42,1.44,2.14,0.87,15.83,Equity : Mid Cap,1% on or before 1Y Nil after 1Y
HDFC MNC Fund-Reg(G),Rahul Baijal,EQ-MNC,Unrated,632.8,2.42,Open Ended,09-Mar-23,NIFTY MNC - TRI,13.82,15.4,12.02,-1.8,-11.19,-6.79,8.11,-,-,-,-,35.93,32,70069,47.41,17.7,27.77,FMCG,-,-,-,1.89,0.42,0.64,0.7,13.02,Equity : Thematic - MNC,1% on or before 1Y Nil after 1Y
HDFC Money Market Fund-Reg(G),Praveen Jain,DT-MM,4,26787.6,0.41,Open Ended,03-Jan-00,CRISIL Money Market Index,5499.51,5499.51,5110.1,0.62,1.77,3.66,7.64,7.46,6.55,5.98,6.75,0,-,-,-,-,-,-,0.32,0.3,7.33,3.5,11.21,22.94,0.03,0.32,Debt : Money Market,Nil
HDFC Multi Cap Fund-Reg(G),Gopal Agrawal,EQ-MLC,Unrated,17249.8,1.67,Open Ended,10-Dec-21,Nifty500 Multicap 50:25:25 - TRI,19.12,20.13,15.4,0.97,-5.67,0.36,21.25,30.95,23.68,-,-,5.42,217,91267,42.54,27.75,26.63,Financials,3.37,2.84,7.48,12.27,1.11,1.6,0.95,15.39,Equity : Multi Cap,1% on or before 1Y Nil after 1Y
HDFC Multi-Asset Fund(G),Srinivasan Ramamurthy,HY-MULTI,Unrated,3817.8,1.91,Open Ended,17-Aug-05,NIFTY 50 - TRI,67.5,69.37,58.74,-0.44,-2.85,2.11,13.72,16.03,12.14,14.8,10.55,19.87,71,294689,56.42,3.24,7.5,Financials,4.24,2.84,7.15,6.07,1.33,1.97,1.12,7,Hybrid : Multi Asset Allocation,Nil upto 15% of units For remaining units 1% or or before 12M Nil after 12M
HDFC NIFTY 100 Equal Weight Index Fund-Reg(G),Nirman Morakhia,EQ-INDX,Unrated,327.8,0.83,Open Ended,23-Feb-22,Nifty100 Equal Weight - TRI,15.89,17.77,13.25,-2.07,-11.21,-4.11,16.55,23.6,-,-,-,35.96,100,199920,88.91,10.95,-,Financials,-,-,-,7.94,0.81,1.17,1.01,16.09,Equity : Index Funds,Nil
HDFC Nifty 100 ETF,Abhishek Mor,EQ-ETF,Unrated,23.7,0.3,Open Ended,05-Aug-22,NIFTY 100 - TRI,25.51,27.76,21.77,-1.84,-8.45,-1.98,12.93,17.63,-,-,-,21.28,100,437037,96.9,3.09,-,Financials,-,-,-,4.61,0.64,0.95,1.02,14.52,Equity : ETFs,null
HDFC NIFTY 100 Index Fund-Reg(G),Nirman Morakhia,EQ-INDX,Unrated,280.9,0.75,Open Ended,23-Feb-22,NIFTY 100 - TRI,14.51,15.82,12.45,-1.89,-8.57,-2.25,12.37,16.95,-,-,-,6.71,100,437008,96.85,3.09,-,Financials,-,-,-,3.75,0.61,0.9,1.02,14.54,Equity : Index Funds,Nil
HDFC Nifty 1D Rate Liquid ETF,Swapnil Jangam,DT-ETF,Unrated,75.2,0.5,Open Ended,24-Aug-23,Nifty 1D Rate Index,1000,1000,1000,0.48,1.41,2.84,5.9,-,-,-,-,0,-,-,-,-,-,-,0.01,0.01,6.65,0.6,4.64,5.73,-,0.13,Debt : ETFs,null
HDFC Nifty 50 ETF,Abhishek Mor,EQ-ETF,Unrated,4019.7,0.05,Open Ended,09-Dec-15,NIFTY 50 - TRI,267.26,289.25,232.24,-1.61,-7.82,-1.24,10.39,16.48,12.91,15.68,-,11.79,50,555827,98.74,1.25,-,Financials,-,-,-,2.32,0.5,0.76,0.99,13.91,Equity : ETFs,null
HDFC Nifty 50 Index Fund(G)(Post Addendum),Nirman Morakhia,EQ-INDX,4,18412.1,0.36,Open Ended,17-Jul-02,NIFTY 50 - TRI,227.79,246.76,198.6,-1.64,-7.91,-1.43,10,16.05,12.48,15.2,11.92,10.8,50,555827,98.76,1.25,-,Financials,-,-,-,1.59,0.47,0.72,1,13.97,Equity : Index Funds,0.25% on or before 3D Nil after 3D
HDFC NIFTY Bank ETF,Abhishek Mor,EQ-ETF,Unrated,2728,0.16,Open Ended,21-Aug-20,NIFTY BANK - TRI,52.61,488.02,45.44,-1.93,-3.55,-2.7,6.59,10.01,13.97,-,-,40.52,12,538945,86.42,13.58,-,Financials,-,-,-,-1.29,0.21,0.32,1.08,17.43,Equity : ETFs,null
HDFC NIFTY G-Sec Apr 2029 Index Fund-Reg(G),Anupam Joshi,DT-M&LD,Unrated,163.8,0.37,Open Ended,10-Mar-23,NIFTY G- Sec Apr 2029 Index,11.59,11.59,10.7,0.45,1.27,4.29,8.32,-,-,-,-,0,-,-,-,-,-,-,4.36,3.66,6.83,2.37,3.32,6.12,0.61,1.26,Debt : Medium to Long Duration,Nil
HDFC Nifty G-Sec Dec 2026 Index Fund-Reg(G),Anupam Joshi,DT-GILT,Unrated,1312.2,0.36,Open Ended,10-Nov-22,Nifty G-sec Dec 2026 Index,11.66,11.66,10.85,0.54,1.46,3.72,7.47,7.36,-,-,-,0,-,-,-,-,-,-,1.9,1.75,6.81,2.6,5.01,11.79,0.25,0.67,Debt : Gilt,Nil
HDFC Nifty G-Sec Jul 2031 Index Fund-Reg(G),Anupam Joshi,DT-GILT,Unrated,666,0.37,Open Ended,10-Nov-22,Nifty G-Sec July 2031 Index,11.9,11.9,10.89,0.59,1.08,4.56,9.08,8.54,-,-,-,0,-,-,-,-,-,-,6.51,5.12,6.93,2.04,2.8,5.4,0.92,1.7,Debt : Gilt,Nil
HDFC Nifty G-Sec Jun 2027 Index Fund-Reg(G),Anupam Joshi,DT-GILT,Unrated,742.5,0.36,Open Ended,09-Dec-22,Nifty G-Sec Jun 2027 Index,11.6,11.6,10.77,0.5,1.46,3.9,7.71,7.56,-,-,-,0,-,-,-,-,-,-,2.52,2.21,6.79,2.62,4.72,10,0.34,0.77,Debt : Gilt,Nil
HDFC NIFTY G-Sec Jun 2036 Index Fund-Reg(G),Anupam Joshi,DT-LD,Unrated,786.4,0.38,Open Ended,15-Mar-23,Nifty G-Sec Jun 2036 Index,11.81,11.85,10.67,0.48,0.91,4.62,10.55,-,-,-,-,0,-,-,-,-,-,-,11.4,7.64,6.99,2.17,2.35,3.97,1.33,2.61,Debt : Long Duration,Nil
HDFC Nifty G-Sec Sep 2032 Index Fund-Reg(G),Anupam Joshi,DT-GILT,Unrated,600.9,0.38,Open Ended,09-Dec-22,Nifty G-Sec Sep 2032 Index,11.82,11.83,10.8,0.43,0.94,4.69,9.33,8.62,-,-,-,0,-,-,-,-,-,-,7.69,5.74,6.92,2.12,2.71,4.94,0.99,1.87,Debt : Gilt,Nil
HDFC NIFTY Growth Sectors 15 ETF,Abhishek Mor,EQ-ETF,Unrated,13.5,0.3,Open Ended,23-Sep-22,Nifty Growth Sectors 15 - TRI,125.14,132.75,107.17,0.02,-7.11,6.74,11.64,20.28,-,-,-,61.11,15,515081,98.9,1.1,-,Technology,-,-,-,5.22,0.65,1.24,0.64,12.65,Equity : ETFs,null
HDFC Nifty India Digital Index Fund-Reg(G),Nirman Morakhia,EQ-INDX,Unrated,-,-,Open Ended,11-Dec-24,Nifty India Digital  - TRI,9.87,10.1,9.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Equity : Index Funds,Nil
HDFC NIFTY IT ETF,Abhishek Mor,EQ-ETF,Unrated,79.8,0.2,Open Ended,16-Nov-22,NIFTY IT - TRI,45.77,379.88,33.16,0.48,2.7,18.34,23.53,26.14,-,-,-,39.13,10,429493,83.85,16.15,-,Technology,-,-,-,16.28,1.01,1.85,0.74,19.46,Equity : ETFs,null
HDFC Nifty LargeMidcap 250 Index Fund-Reg(G),Nirman Morakhia,EQ-INDX,Unrated,471.1,0.8,Open Ended,09-Oct-24,NIFTY LargeMidcap 250 - TRI,9.69,10.06,9.23,-0.16,-,-,-,-,-,-,-,-,251,158806,51.29,45.32,3.42,Financials,-,-,-,-,-,-,-,-,Equity : Index Funds,NIL
HDFC NIFTY Midcap 150 ETF,Abhishek Mor,EQ-ETF,Unrated,70.1,0.2,Open Ended,15-Feb-23,Nifty Midcap 150 - TRI,21.6,22.62,17.01,1.62,-5.04,1.2,24.09,-,-,-,-,38.46,151,58757,6.44,86.74,6.77,Financials,-,-,-,15.47,1.14,1.64,0.96,17.53,Equity : ETFs,null
HDFC NIFTY Midcap 150 Index Fund-Reg(G),Nirman Morakhia,EQ-INDX,Unrated,261.3,0.83,Open Ended,21-Apr-23,Nifty Midcap 150 - TRI,18.09,18.99,14.35,1.53,-5.22,0.8,23.02,-,-,-,-,23.56,151,58754,6.44,86.73,6.77,Financials,-,-,-,14.29,1.09,1.57,0.95,17.48,Equity : Index Funds,Nil
HDFC NIFTY Next 50 ETF,Abhishek Mor,EQ-ETF,Unrated,67.8,0.15,Open Ended,05-Aug-22,NIFTY NEXT 50 - TRI,69.83,78.51,53.58,-3.41,-11.55,-5.18,28.42,28.37,-,-,-,46.24,50,143041,88.22,11.76,-,Financials,-,-,-,18.17,1.16,1.69,1.14,20.15,Equity : ETFs,null
HDFC NIFTY Next 50 Index Fund-Reg(G),Nirman Morakhia,EQ-INDX,Unrated,1782.3,0.66,Open Ended,03-Nov-21,NIFTY NEXT 50 - TRI,15.97,18.02,12.36,-3.69,-11.86,-5.69,27.23,27.39,17.44,-,-,59.85,50,143043,88.22,11.76,-,Financials,-,-,-,16.86,1.12,1.62,1.14,20.17,Equity : Index Funds,Nil
HDFC NIFTY Private Bank ETF,Abhishek Mor,EQ-ETF,Unrated,317.9,0.15,Open Ended,16-Nov-22,Nifty Private Bank - TRI,25.54,250.34,22.67,-1.72,-5.98,-4.82,0.71,7.73,-,-,-,42.28,10,417379,83.31,13.6,3.08,Financials,-,-,-,-6.88,-0.12,-0.18,1.04,17.11,Equity : ETFs,null
HDFC Nifty PSU Bank ETF,Abhishek Mor,EQ-ETF,Unrated,28.5,0.35,Open Ended,31-Jan-24,NIFTY PSU BANK - TRI,66.3,80.41,62.75,-3.94,-3.26,-10.58,-,-,-,-,-,-,12,188009,62.22,37.78,-,Financials,-,-,-,-,-,-,-,-,Equity : ETFs,null
HDFC NIFTY Realty Index Fund-Reg(G),Nirman Morakhia,EQ-INDX,Unrated,116.9,0.89,Open Ended,26-Mar-24,NIFTY REALTY - TRI,11.77,12.91,10,1.92,-5.32,-5.7,-,-,-,-,-,-,10,81254,37.38,48.81,13.79,Construction,-,-,-,-,-,-,-,-,Equity : Index Funds,Nil
HDFC Nifty SDL Oct 2026 Index Fund-Reg(G),Anupam Joshi,DT-MD,Unrated,191.7,0.36,Open Ended,24-Feb-23,Nifty SDL Oct 2026 Index,11.49,11.49,10.65,0.56,1.51,3.81,7.95,-,-,-,-,0,-,-,-,-,-,-,1.66,1.51,7.04,3.28,5.81,13.27,0.18,0.66,Debt : Medium Duration,Nil
HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund-Reg(G),Anupam Joshi,DT-MD,Unrated,48.4,0.35,Open Ended,23-Mar-23,NIFTY SDL Plus G-Sec Jun 2027 40:60 Index,11.39,11.39,10.56,0.53,1.48,3.91,7.95,-,-,-,-,0,-,-,-,-,-,-,2.41,2.12,6.9,2.92,5.56,12.12,0.3,0.68,Debt : Medium Duration,Nil
HDFC NIFTY Smallcap 250 ETF,Abhishek Mor,EQ-ETF,Unrated,727.3,0.2,Open Ended,15-Feb-23,Nifty Smallcap 250 - TRI,180.79,187.06,135.17,1.08,-3.35,3.21,26.91,-,-,-,-,71.36,250,19552,-,8.01,91.95,Financials,-,-,-,18.24,1.14,1.61,0.97,20.05,Equity : ETFs,null
HDFC NIFTY Smallcap 250 Index Fund-Reg(G),Nirman Morakhia,EQ-INDX,Unrated,370.8,0.81,Open Ended,21-Apr-23,Nifty Smallcap 250 - TRI,19.38,20.1,14.6,0.94,-3.55,2.77,25.76,-,-,-,-,38.17,250,19549,-,8,91.96,Financials,-,-,-,17.04,1.1,1.55,0.96,19.99,Equity : Index Funds,Nil
HDFC NIFTY100 Low Volatility 30 ETF,Abhishek Mor,EQ-ETF,Unrated,14.3,0.3,Open Ended,11-Oct-22,Nifty100 Low Volatility 30 - TRI,19.86,21.94,17.08,-0.48,-10.04,0.66,12.2,22.57,-,-,-,52.37,30,323072,96.55,3.45,-,FMCG,-,-,-,5.07,0.73,1.25,0.7,11.44,Equity : ETFs,null
HDFC NIFTY100 Low Volatility 30 Index Fund-Reg(G),Nirman Morakhia,EQ-INDX,Unrated,358.2,0.84,Open Ended,10-Jul-24,Nifty100 Low Volatility 30 - TRI,10.04,11.11,9.65,-0.53,-10.19,-,-,-,-,-,-,-,30,323009,96.57,3.45,-,FMCG,-,-,-,-,-,-,-,-,Equity : Index Funds,Nil
HDFC NIFTY100 Quality 30 ETF,Abhishek Mor,EQ-ETF,Unrated,16.7,0.3,Open Ended,23-Sep-22,NIFTY100 Quality 30 - TRI,57.73,64.26,49.36,-2.81,-11.26,-1.95,11.16,22.38,-,-,-,29.27,30,277341,91.1,8.9,-,FMCG,-,-,-,4.13,0.6,0.99,0.76,12.75,Equity : ETFs,null
HDFC NIFTY200 Momentum 30 ETF,Abhishek Mor,EQ-ETF,Unrated,83.9,0.3,Open Ended,11-Oct-22,Nifty200 Momentum 30 - TRI,33.7,38.34,27.5,-3.95,-12.8,-7.46,20.59,31.42,-,-,-,115.14,30,199228,87.09,12.91,-,Automobile and Ancillaries,-,-,-,11.89,0.8,1.17,1.24,22.09,Equity : ETFs,null
HDFC NIFTY200 Momentum 30 Index Fund-Reg(G),Nirman Morakhia,EQ-INDX,Unrated,794.9,0.89,Open Ended,28-Feb-24,Nifty200 Momentum 30 - TRI,11.18,12.76,9.78,-4.14,-13.04,-7.86,-,-,-,-,-,-,30,199229,87.08,12.91,-,Automobile and Ancillaries,-,-,-,-,-,-,-,-,Equity : Index Funds,Nil
HDFC NIFTY50 Equal Weight Index Fund-Reg(G),Nirman Morakhia,EQ-INDX,Unrated,1391.4,0.86,Open Ended,20-Aug-21,NIFTY50 Equal Weight - TRI,16.6,18.59,14.5,-1.59,-11.7,-3.07,10.12,20.62,15.95,-,-,23.79,50,290186,96.33,3.66,-,Financials,-,-,-,1.99,0.48,0.74,0.96,14.34,Equity : Index Funds,NIL
HDFC NIFTY50 Value 20 ETF,Abhishek Mor,EQ-ETF,Unrated,33.5,0.15,Open Ended,23-Sep-22,Nifty50 Value 20 - TRI,141.53,150.34,116.54,-1.85,-6.84,2.98,17.16,24.09,-,-,-,37.28,20,515697,98.33,1.63,-,Technology,-,-,-,9.05,0.94,1.53,0.94,14.34,Equity : ETFs,null
HDFC Nifty500 Multicap 50:25:25 Index Fund-Reg(G),Nirman Morakhia,EQ-INDX,Unrated,417.2,0.8,Open Ended,23-Aug-24,Nifty500 Multicap 50:25:25 - TRI,9.79,10.39,9.3,-0.3,-6.47,-,-,-,-,-,-,-,501,121058,49.95,24.99,24.99,Financials,-,-,-,-,-,-,-,-,Equity : Index Funds,Nil
HDFC Non-Cyclical Consumer Fund-Reg(G),Amit Sinha,EQ-CONS,Unrated,896,2.31,Open Ended,12-Jul-23,Nifty India Consumption - TRI,14.55,15.88,11.26,0.97,-7.71,7.91,22.86,-,-,-,-,64.63,46,106738,64.97,4.48,25.14,FMCG,-,-,-,14.97,1.42,2.4,0.58,12.65,Equity : Thematic - Consumption,1% on or before 30D Nil after 30D
HDFC Overnight Fund(G),Anil Bamboli,DT-ON,3,12133.2,0.19,Open Ended,06-Feb-02,CRISIL Liquid Overnight Index,3695.48,3695.48,3467.66,0.54,1.59,3.2,6.59,6.56,5.89,4.79,5.51,0,-,-,-,-,-,-,0.01,0.01,6.65,0.25,22.48,1.86,-,0.01,Debt : Overnight,Nil
HDFC Pharma and Healthcare Fund-Reg(G),Nikhil Mathur,EQ-PHRM,Unrated,1459.6,2.15,Open Ended,04-Oct-23,BSE Health Care - TRI,17.16,17.16,11.51,3.77,5.78,29.11,50.48,-,-,-,-,56.44,29,58051,36.92,23.21,38.09,Healthcare,-,-,-,36.54,3.01,5.65,0.43,12.85,Equity : Sectoral - Pharma,1% on or before 30D Nil after 30D
HDFC Retirement Savings Fund-Equity Plan-Reg(G),Srinivasan Ramamurthy,HY-SOL,5,6009.4,1.78,Open Ended,25-Feb-16,NIFTY 500 - TRI,50.13,53.02,41.72,-0.17,-5.39,0.98,18.5,25.72,19.96,23.53,-,14.55,70,170579,59.34,9.37,22.7,Financials,-,-,-,8.32,1.11,1.61,1.97,12.68,Hybrid : Solution Oriented,NIL - Upon completion of Lock-in Period
HDFC Retirement Savings Fund-Hybrid-Debt Plan-Reg(G),Srinivasan Ramamurthy,HY-SOL,2,161.4,2.14,Open Ended,25-Feb-16,NIFTY 50 Hybrid Composite Debt 15:85 Index,20.97,21.16,18.98,0.04,-0.87,2.77,9.98,10.66,8.33,8.75,-,0,43,346177,30.15,1.05,7.52,Technology,8.02,4.73,7.23,3.2,1.57,2.31,0.88,3.71,Hybrid : Solution Oriented,NIL - Upon completion of Lock-in Period
HDFC Retirement Savings Fund-Hybrid-Equity Plan-Reg(G),Srinivasan Ramamurthy,HY-SOL,4,1582.9,2.08,Open Ended,25-Feb-16,NIFTY 50 Hybrid Composite Debt 65:35 Index,38,39.67,32.86,-0.75,-4.04,1.42,14.25,19.79,14.72,16.99,-,12.51,68,154044,45.26,4.29,21.19,Financials,4.74,3.18,7.01,5.22,1.03,1.51,1.66,9.79,Hybrid : Solution Oriented,NIL - Upon completion of Lock-in Period
HDFC Short Term Debt Fund(G),Anil Bamboli,DT-SD,5,14975.8,0.71,Open Ended,25-Jun-10,CRISIL Short Duration Debt Index,30.63,30.63,28.29,0.56,1.6,4.12,8.27,7.69,6.29,6.69,7.47,0,-,-,-,-,-,-,4.08,2.83,7.57,3.23,6.47,12.83,0.31,0.64,Debt : Short Duration,Nil
HDFC Silver ETF,Bhagyesh Kagalkar,GOLD-ETF,Unrated,418.6,0.4,Open Ended,02-Sep-22,Silver,84.94,96.5,67.91,-4.22,-5.3,-0.58,17.32,9.68,-,-,-,-,-,-,-,-,-,-,-,-,-,16.18,0.59,1,-0.01,27.55,Gold : ETFs,null
HDFC Silver ETF FoF-Reg(G),Nirman Morakhia,GOLD-MF,Unrated,180.4,0.6,Open Ended,28-Oct-22,Silver,14.7,16.65,11.82,-3.83,-4.75,-3.01,14.76,11.51,-,-,-,-,-,-,-,-,-,-,-,-,-,11.24,0.57,0.98,0.69,23.44,Gold : MFs,1% on or before 15D Nil after 15D
HDFC Small Cap Fund-Reg(G),Chirag Setalvad,EQ-SML,2,33841.9,1.57,Open Ended,03-Apr-08,BSE 250 Small Cap - TRI,141.4,146.29,111.67,0.23,-1.67,4.33,20.97,32.45,22.77,29.1,18.43,14.2,85,14406,4.07,8.16,81.49,Technology,-,-,-,13.08,1.05,1.53,0.76,16.18,Equity : Small Cap,1% on or before 1Y Nil after 1Y
HDFC Technology Fund-Reg(G),Balakumar B,EQ-TECH,Unrated,1427.2,2.16,Open Ended,08-Sep-23,BSE TECk Index - TRI,14.94,15.27,10.73,0.81,1.95,19.23,33.27,-,-,-,-,4.12,28,224308,62.42,11.72,19.46,Technology,-,-,-,22.81,1.63,3.14,0.76,16.33,Equity : Sectoral - Technology,1% on or before 30D Nil after 30D
HDFC Large Cap Fund(G),Rahul Baijal,EQ-LC,1,36587.2,1.6,Open Ended,03-Sep-96,NIFTY 100 - TRI,1115.15,1216.71,973.54,-1.68,-8.32,-1.22,11.97,21.23,17.82,17.07,12.25,15.06,45,465971,92.71,5.41,-,Financials,-,-,-,3.45,0.59,0.86,1,14.43,Equity : Large Cap,1% on or before 1Y Nil after 1Y
HDFC Transportation and Logistics Fund-Reg(G),Priya Ranjan,EQ-AUTO,Unrated,1325.4,2.18,Open Ended,17-Aug-23,Nifty Transportation & Logistics - TRI,15.44,17.14,11.64,-0.76,-11.12,-5.67,29.19,-,-,-,-,43.51,28,83323,59.29,15.47,22.84,Automobile and Ancillaries,-,-,-,19.33,1.44,2.26,0.87,16.47,Equity : Sectoral - Auto,1% on or before 30D Nil after 30D
HDFC Ultra Short Term Fund-Reg(G),Anil Bamboli,DT-USD,4,14890.3,0.69,Open Ended,24-Sep-18,CRISIL Ultra Short Term Debt Index,14.61,14.61,13.6,0.63,1.74,3.57,7.43,7.18,6.29,5.75,-,0,-,-,-,-,-,-,0.53,0.47,7.52,3.3,11.1,22.55,0.03,0.3,Debt : Ultra Short Duration,Nil
Helios Balanced Advantage Fund-Reg(G),Alok Bahl,HY-DYN,Unrated,263.9,2.38,Open Ended,27-Mar-24,CRISIL Hybrid 50+50 - Moderate Index,11.26,11.44,10,0.36,-0.36,2.29,-,-,-,-,-,302,59,223609,62.33,15.07,8.62,Financials,-,-,-,-,-,-,-,-,Hybrid : Dynamic Asset Allocation,Nil upto 10% of units and 1% for remaining units on or before 3M Nil after 3M
Helios Financial Services Fund-Reg(G),Alok Bahl,EQ-FIN,Unrated,135.4,2.39,Open Ended,24-Jun-24,Nifty Financial Services - TRI,10.99,11.39,9.78,-0.73,-1.01,5.56,-,-,-,-,-,27,22,186883,57.64,20.76,19.37,Financials,-,-,-,-,-,-,-,-,Equity : Sectoral - Financial Services,Nil upto 10% of  units and 1% for remaining units or before 3M Nil after 3M
Helios Flexi Cap Fund-Reg(G),Alok Bahl,EQ-FLEX,Unrated,2321.6,1.97,Open Ended,13-Nov-23,NIFTY 500 - TRI,14.47,14.78,11.16,0.78,-0.7,5.78,28.21,-,-,-,-,62,59,134660,54.23,21.71,22.17,Financials,-,-,-,17.56,1.35,1.89,1.02,16.8,Equity : Flexi Cap,Nil upto 10% of units and 1% for remaining units on or before 3M Nil after 3M
Helios Large & Mid Cap Fund-Reg(G),Alok Bahl,EQ-L&M,Unrated,213.9,2.38,Open Ended,30-Oct-24,NIFTY LargeMidcap 250 - TRI,10.38,10.67,9.75,0.49,-,-,-,-,-,-,-,1,38,197077,59.91,33.39,2.01,Financials,-,-,-,-,-,-,-,-,Equity : Large & Mid Cap,Nil upto 10% of units and 1% for remaining units on or before 3M Nil after 3M
Helios Overnight Fund-Reg(G),Alok Bahl,DT-ON,Unrated,131.5,0.18,Open Ended,25-Oct-23,CRISIL Liquid Overnight Index,1080.03,1080.03,1013.42,0.54,1.61,3.22,6.59,-,-,-,-,0,-,-,-,-,-,-,-,-,6.66,1.16,8.36,10.95,-,0.14,Debt : Overnight,Nil
HSBC Aggressive Hybrid Fund-Reg(G),Cheenu Gupta,HY-EQ,3,5719.9,1.85,Open Ended,07-Feb-11,NIFTY 50 Hybrid Composite Debt 65:35 Index,56.52,57.88,44.93,1.54,-0.3,3.74,23.67,24.21,14.15,15.61,11.93,76,72,87128,35.88,22.9,17.64,Capital Goods,2.03,1.73,7,10.61,1.24,1.76,2.65,14.76,Hybrid : Equity Oriented,Nil for 10% of units and 1% for remaining units on or before 1Y Nil after 1Y
HSBC Arbitrage Fund-Reg(G),Praveen Ayathan,HY-ARB,5,2447.6,0.93,Open Ended,30-Jun-14,Nifty 50 Arbitrage,18.39,18.39,17.15,0.66,1.77,3.36,7.29,7.2,6.1,5.32,5.86,1404,127,135029,45.89,19.24,12.76,Financials,0.25,0.24,6.25,3.38,3,6.39,-0.08,1.04,Hybrid : Arbitrage,0.25% on or before 1M Nil after 1M
HSBC Asia Pacific (Ex Japan) DYF-Reg(G),Sonal Gupta,FOF-OVR,Unrated,7.7,2.06,Open Ended,24-Feb-14,MSCI Asia (ex-Japan) Standard Index,21.41,23.41,17.29,-0.1,-6.92,2.15,13.28,11.32,4.26,6.34,7.52,23,-,-,-,-,-,-,-,-,-,6.07,0.68,1.11,1.31,15.49,FoFs : Overseas,1% on or before 1Y Nil after 1Y
HSBC Balanced Advantage Fund-Reg(G),Neelotpal Sahai,HY-DYN,2,1523.2,2.1,Open Ended,07-Feb-11,CRISIL Short Term Bond Index,43.35,43.8,37.11,0.71,0.59,4.86,15.79,17.07,11.83,11.23,8.37,336,57,111913,34.16,14.98,18.6,Financials,2.36,2.1,7.21,7.66,1.5,2.17,1.2,7.45,Hybrid : Dynamic Asset Allocation,Nil for 10% of units and 1% for remaining units on or before 1Y Nil after 1Y
HSBC Banking and PSU Debt Fund-Reg(G),Mahesh Chhabria,DT-B&PSU,3,4390.9,0.61,Open Ended,20-Sep-07,NIFTY Banking and PSU Debt Index,23.21,23.21,21.65,0.6,1.66,3.63,7.23,6.88,5.07,5.68,6.76,0,-,-,-,-,-,-,1.3,1.16,7.47,2.67,6.88,14.98,0.16,0.46,Debt : Banking & PSU,Nil
HSBC Brazil Fund(G),Sonal Gupta,FOF-OVR,Unrated,42.3,2.42,Open Ended,06-May-11,MSCI Brazil 10/40 Index,5.75,7.91,5.75,-6.97,-19.09,-11.75,-29.09,-5.93,0.46,-10.62,-2.37,3,-,-,-,-,-,-,-,-,-,-39.44,-1.96,-3.17,0.09,19.94,FoFs : Overseas,1% on or before 1Y Nil after 1Y
HSBC Business Cycles Fund-Reg(G),Gautam Bhupal,EQ-THEM,2,1016.3,2.27,Open Ended,20-Aug-14,NIFTY 500 - TRI,43.94,45.44,31.54,0.08,-2.54,4.5,37.26,34.46,24.22,22.71,14.18,25,57,64474,39.78,10.91,45.89,Financials,-,-,-,24.77,1.6,2.3,1.07,18.82,Equity : Thematic,Nil upto 10% of units and 1% for above the limits on or before 1Y Nil after 1Y
HSBC Conservative Hybrid Fund(G),Mahesh Chhabria,HY-DT(CO),Unrated,144.2,2.17,Open Ended,24-Feb-04,NIFTY 50 Hybrid Composite Debt 15:85 Index,60.39,60.6,51.8,1.39,1.65,5.23,16.21,13.8,9.26,9.27,7.78,0,31,55833,8.9,6.91,7.47,Capital Goods,13.66,7.47,6.98,7.46,2.27,3.58,1.38,5.08,Hybrid : Debt Oriented (Conservative),Nil
HSBC Consumption Fund-Reg(G),Gautam Bhupal,EQ-CONS,Unrated,1601.5,2.08,Open Ended,31-Aug-23,Nifty India Consumption - TRI,15.23,15.81,11.2,1.93,-1.85,10.28,33.54,-,-,-,-,5,49,64463,38.16,18.86,39.36,FMCG,-,-,-,22.78,1.89,3.02,0.71,13.98,Equity : Thematic - Consumption,Nil upto 10% of units and 1% for remaining units on or before 1% Nil after 1Y
